parent_asin,happier_group
B08M66J1ZC,100% verified are happier
B08M672KT1,0% verified are happier
B08M6871M2,100% verified are happier
B08M68QHC8,100% verified are happier
B08M68RLQD,0% non-verified are happier
B08M699443,100% verified are happier
B08M6B9CDC,100% verified are happier
B08M6JLZV9,100% verified are happier
B08M6JW1C5,100% verified are happier
B08M85R6C2,100% verified are happier
B08M8M7WSN,100% verified are happier
B08M8Y3722,100% verified are happier
B08M8ZKT9G,100% verified are happier
B08M91YTQ7,100% verified are happier
B08M92XMMD,100% verified are happier
B08M938NB5,100% verified are happier
B08M93NNMZ,0% verified are happier
B08M9GJXR6,0% non-verified are happier
B08M9GTPX7,100% non-verified are happier
B08M9R2YMZ,Sentiment is neutral for both
B08M9V778T,100% verified are happier
B08MB7G6SW,0% non-verified are happier
B08MB7QPZZ,100% verified are happier
B08MB96TPD,100% non-verified are happier
B08MBBG99H,100% non-verified are happier
B08MBBNDY1,100% verified are happier
B08MBCDGQL,100% verified are happier
B08MBCHPHH,0% non-verified are happier
B08MBF84FF,100% verified are happier
B08MBPHFTG,100% verified are happier
B08MBQCPMN,0% non-verified are happier
B08MBSN1TJ,100% non-verified are happier
B08MC3SH7N,100% verified are happier
B08MC592GK,100% verified are happier
B08MC6BRJ8,100% verified are happier
B08MC8XBW1,0% non-verified are happier
B08MC9SM2C,100% verified are happier
B08MCB9H23,100% verified are happier
B08MCJ21SL,100% verified are happier
B08MCJ3XVQ,100% verified are happier
B08MCQWVP2,100% verified are happier
B08MD517XV,100% verified are happier
B08MD93JMG,100% verified are happier
B08MDK2GMZ,100% verified are happier
B08MDP3DS7,100% verified are happier
B08MDVLM27,100% verified are happier
B08MDX4RCR,100% verified are happier
B08MDY55RV,0% non-verified are happier
B08MDYS23H,100% verified are happier
B08MF1BKQF,Sentiment is neutral for both
B08MF3W9DZ,0% non-verified are happier
B08MF5CZZR,100% verified are happier
B08MF5D62M,100% verified are happier
B08MF5K6CK,0% non-verified are happier
B08MF6NLK5,87% verified are happier
B08MF74RHP,Sentiment is neutral for both
B08MF7Q9RW,100% verified are happier
B08MF8TGZ4,0% non-verified are happier
B08MFBH6FC,100% verified are happier
B08MFC8LBX,100% verified are happier
B08MFDJDKL,100% verified are happier
B08MFGSC6F,100% verified are happier
B08MFLRG6Q,100% verified are happier
B08MFM6GTV,100% verified are happier
B08MFT1BZY,100% verified are happier
B08MFT9ZZ9,65% verified are happier
B08MGX9228,100% verified are happier
B08MGZ2S9L,100% verified are happier
B08MH9VS6S,100% verified are happier
B08MHDWDKN,100% verified are happier
B08MJ8SYHM,100% verified are happier
B08MJVJ215,100% verified are happier
B08MJVVWLV,0% non-verified are happier
B08MJXXVYW,100% non-verified are happier
B08MK2LWPM,100% verified are happier
B08MKRKVCC,100% verified are happier
B08MKSHR65,100% non-verified are happier
B08MKT466F,100% verified are happier
B08MKTVK81,100% verified are happier
B08MKV8P86,100% verified are happier
B08MKW3FM9,100% verified are happier
B08MKX24WH,100% verified are happier
B08MKXRNHF,100% verified are happier
B08MKYRY32,100% verified are happier
B08ML22BY8,100% verified are happier
B08ML2XZD6,100% non-verified are happier
B08ML4BT8X,0% verified are happier
B08ML4SJRZ,100% verified are happier
B08ML6ZDP3,Sentiment is neutral for both
B08ML9M2SK,Sentiment is neutral for both
B08MLD6M1W,0% non-verified are happier
B08MLDP1G1,100% verified are happier
B08MLF12WJ,100% verified are happier
B08MLJV4SC,100% non-verified are happier
B08MMJ8RM7,100% verified are happier
B08MMYXYFJ,100% verified are happier
B08MN6K6QG,0% non-verified are happier
B08MNCTN9Q,100% verified are happier
B08MNQTS8Y,100% verified are happier
B08MPK4JRB,100% verified are happier
B08MPK6QNK,0% non-verified are happier
B08MPK871M,0% non-verified are happier
B08MPQMJVS,100% verified are happier
B08MPRZ4Q8,0% non-verified are happier
B08MPS8Y1D,100% non-verified are happier
B08MPSPGGT,100% verified are happier
B08MPVXLCL,100% verified are happier
B08MPXGKXJ,100% verified are happier
B08MQ459V9,0% verified are happier
B08MQB429L,100% verified are happier
B08MQC3YGS,100% verified are happier
B08MQFV5H6,100% non-verified are happier
B08MQHDQD3,Sentiment is neutral for both
B08MQRD19P,100% verified are happier
B08MQT4B5K,100% verified are happier
B08MRRNL18,73% verified are happier
B08MSXL6L1,100% verified are happier
B08MSXVF1R,100% verified are happier
B08MSYRZ48,100% verified are happier
B08MT59J4N,Sentiment is neutral for both
B08MT8B8WN,100% non-verified are happier
B08MT8V17W,100% non-verified are happier
B08MT97TNV,100% verified are happier
B08MTBN3X6,100% verified are happier
B08MTC3Q4M,100% verified are happier
B08MTKWWWQ,100% verified are happier
B08MTL3K2V,113% non-verified are happier
B08MTL75KK,100% verified are happier
B08MTM6T8Q,100% verified are happier
B08MTMCGDN,0% non-verified are happier
B08MTMT7C2,100% verified are happier
B08MTPB2HR,100% verified are happier
B08MV43KWH,100% verified are happier
B08MV8KPMN,Sentiment is neutral for both
B08MV9555J,100% non-verified are happier
B08MVB8CHP,100% verified are happier
B08MVBVSRD,100% verified are happier
B08MVC5GXV,0% non-verified are happier
B08MVCBZGJ,100% verified are happier
B08MVCGBTV,96% verified are happier
B08MVFFB8H,100% verified are happier
B08MVHCM29,100% verified are happier
B08MVJT7DY,0% non-verified are happier
B08MVKQ8QW,Sentiment is neutral for both
B08MVL31KN,0% non-verified are happier
B08MVLHNMM,100% verified are happier
B08MVMJ8N8,0% non-verified are happier
B08MVMZXB3,100% non-verified are happier
B08MVQS871,100% verified are happier
B08MVRWPFP,100% non-verified are happier
B08MVS3ZS6,100% non-verified are happier
B08MVT5S4W,100% verified are happier
B08MVVQG3D,100% verified are happier
B08MVXX5ZX,100% verified are happier
B08MW2NGND,100% verified are happier
B08MW2NNKY,100% verified are happier
B08MW9Y4M2,100% verified are happier
B08MWBF3NQ,100% verified are happier
B08MWDKX28,100% verified are happier
B08MWF42ZB,0% non-verified are happier
B08MWFMRK8,100% verified are happier
B08MWRBFHM,Sentiment is neutral for both
B08MWTTKWG,Sentiment is neutral for both
B08MWVX9JD,100% verified are happier
B08MWWYXB8,100% verified are happier
B08MWXC3R2,100% verified are happier
B08MX3852X,100% verified are happier
B08MX4Z69S,66% verified are happier
B08MX85R2J,100% verified are happier
B08MXBFFKN,100% verified are happier
B08MXG6NXQ,100% verified are happier
B08MXLMVPY,0% non-verified are happier
B08MXRVBRF,100% verified are happier
B08MXYXR1X,100% verified are happier
B08MYPKR3F,100% verified are happier
B08MYPT9FD,0% non-verified are happier
B08MYQ92DH,100% verified are happier
B08MYRG31D,100% verified are happier
B08MZ153X8,Sentiment is neutral for both
B08MZ1WLQM,100% verified are happier
B08MZ2Q4WW,100% verified are happier
B08MZ58TQK,100% verified are happier
B08MZ6YT6L,100% verified are happier
B08MZ8T5BM,100% verified are happier
B08MZC2HPD,0% non-verified are happier
B08MZF5P3Q,100% verified are happier
B08MZHS5W7,100% verified are happier
B08MZKBNL5,100% verified are happier
B08MZPYMW4,100% verified are happier
B08MZRHYRY,100% verified are happier
B08MZTBDV1,0% non-verified are happier
B08MZTRS5G,92% verified are happier
B08MZV5CTF,100% verified are happier
B08MZVKQRW,100% verified are happier
B08MZW3WN6,100% verified are happier
B08MZWDRYR,100% verified are happier
B08MZY3MJ2,100% verified are happier
B08MZYJC8C,100% verified are happier
B08N112VY2,100% verified are happier
B08N1153RP,100% verified are happier
B08N157Z33,100% verified are happier
B08N17ZX8B,0% non-verified are happier
B08N187R5T,100% verified are happier
B08N1B5GXG,Sentiment is neutral for both
B08N1BB527,100% verified are happier
B08N1H7VTJ,0% non-verified are happier
B08N1HSWJT,0% non-verified are happier
B08N34F64L,100% verified are happier
B08N42QNXM,100% verified are happier
B08N49GYYT,Sentiment is neutral for both
B08N4DNCFF,100% verified are happier
B08N4FK85X,100% verified are happier
B08N4LLFK5,100% verified are happier
B08N4NPLJT,100% verified are happier
B08N4QXYTB,100% verified are happier
B08N4R11H1,0% non-verified are happier
B08N4R65KW,100% verified are happier
B08N4SVJ9W,100% verified are happier
B08N4TZCN9,100% verified are happier
B08N4WBS2D,0% non-verified are happier
B08N51SH48,0% non-verified are happier
B08N51XKG9,100% verified are happier
B08N589QDP,100% verified are happier
B08N59FCXP,100% verified are happier
B08N5HCYYT,0% non-verified are happier
B08N5HLR6V,100% verified are happier
B08N5K69NN,100% verified are happier
B08N5KJDQ3,100% verified are happier
B08N5RKXLM,0% non-verified are happier
B08N5TLDX3,100% verified are happier
B08N5XZTRD,100% verified are happier
B08N636GN1,100% verified are happier
B08N63BYTJ,0% non-verified are happier
B08N6455Q4,100% verified are happier
B08N65CXQ5,100% verified are happier
B08N67GB2R,100% verified are happier
B08N67HKLF,100% verified are happier
B08N67NLCH,Sentiment is neutral for both
B08N67NVY9,100% verified are happier
B08N69968N,100% verified are happier
B08N6FF1YR,100% verified are happier
B08N6KPKWZ,100% verified are happier
B08N6KTS2S,100% verified are happier
B08N6PS1FS,100% verified are happier
B08N6R8LXW,100% verified are happier
B08N6RJC8W,100% verified are happier
B08N6T4GVS,100% verified are happier
B08N6ZDB1P,100% verified are happier
B08N8N37ZQ,93% verified are happier
B08N9HMRQL,100% verified are happier
B08N9MSXTV,100% verified are happier
B08N9T4LCL,Sentiment is neutral for both
B08N9ZK27V,100% verified are happier
B08NB11QNK,Sentiment is neutral for both
B08NB5VNC6,100% verified are happier
B08NBXX67W,100% verified are happier
B08NC1RX1J,100% verified are happier
B08NC2ZPP6,100% verified are happier
B08NC33BTR,100% verified are happier
B08NC4378M,100% verified are happier
B08NC4FCPS,0% non-verified are happier
B08NC528NH,100% verified are happier
B08NC5VNQW,100% non-verified are happier
B08NC7CHQZ,Sentiment is neutral for both
B08NCF2C3K,0% non-verified are happier
B08NCK9F32,100% verified are happier
B08NCKS8G8,100% verified are happier
B08NCKXNMD,100% verified are happier
B08NCLL648,100% verified are happier
B08NCLXLM1,100% verified are happier
B08NCNNV5Q,0% non-verified are happier
B08NCP15YJ,0% non-verified are happier
B08NCSKV8R,Sentiment is neutral for both
B08ND2LJHP,Sentiment is neutral for both
B08ND6WZHD,100% verified are happier
B08NDDHKY3,100% verified are happier
B08NDFHZKK,100% verified are happier
B08NDFN2BZ,100% verified are happier
B08NDK3LQJ,100% verified are happier
B08NDNWL2D,100% verified are happier
B08NF1BTHM,0% non-verified are happier
B08NF2S25Z,100% verified are happier
B08NF2XF26,100% verified are happier
B08NF3SYN8,100% verified are happier
B08NFCKLYH,100% verified are happier
B08NFFW5Y7,Sentiment is neutral for both
B08NFJ2GGT,100% verified are happier
B08NFKZHFL,100% verified are happier
B08NFM9S89,100% verified are happier
B08NFQ2X5V,100% verified are happier
B08NFT2VST,100% verified are happier
B08NFYHJYH,0% non-verified are happier
B08NG1YFD5,100% verified are happier
B08NG237B1,100% verified are happier
B08NG4B9ST,100% verified are happier
B08NG68VJK,100% verified are happier
B08NG9RRP2,100% verified are happier
B08NGBT6BX,100% verified are happier
B08NGW1XSS,100% verified are happier
B08NGYCLX6,100% verified are happier
B08NHBSM47,100% non-verified are happier
B08NHGCVXD,100% verified are happier
B08NHLN7YC,Sentiment is neutral for both
B08NHPFQCC,100% verified are happier
B08NHQ8RM2,100% verified are happier
B08NHTHD2G,100% verified are happier
B08NJ1R65W,0% non-verified are happier
B08NJ2DMJ1,100% verified are happier
B08NJ3NBJF,100% verified are happier
B08NJ5T4VY,100% verified are happier
B08NJ7RKYJ,100% verified are happier
B08NJ97WFQ,100% verified are happier
B08NJ9BRQV,100% verified are happier
B08NJFW2BZ,100% verified are happier
B08NJH9XGG,100% verified are happier
B08NJHKZD1,100% verified are happier
B08NJQF7CG,100% verified are happier
B08NJQFN1K,100% verified are happier
B08NJQLYGX,100% verified are happier
B08NJQWGTV,100% verified are happier
B08NJS5FV8,100% verified are happier
B08NJWY98P,0% non-verified are happier
B08NK7LFV3,100% verified are happier
B08NK8Z1PM,100% verified are happier
B08NL1JJXG,100% verified are happier
B08NL2DFF9,100% verified are happier
B08NNYVTBV,100% verified are happier
B08NP7N8BN,100% verified are happier
B08NPBQR9L,0% non-verified are happier
B08NPD7S1H,100% verified are happier
B08NPGDHLM,100% verified are happier
B08NPJL3PS,100% verified are happier
B08NPMTRCN,100% verified are happier
B08NPP82X9,100% verified are happier
B08NPPNXW5,100% verified are happier
B08NPSLS85,100% verified are happier
B08NPT1HN1,100% verified are happier
B08NPTDT6T,100% verified are happier
B08NPWN94B,100% verified are happier
B08NPXYZTL,Sentiment is neutral for both
B08NPY84H9,0% non-verified are happier
B08NPYNTL4,Sentiment is neutral for both
B08NPYSH1H,Sentiment is neutral for both
B08NQ1GFZW,Sentiment is neutral for both
B08NQ62H1W,100% verified are happier
B08NRFSDM7,0% non-verified are happier
B08NRKKRMD,Sentiment is neutral for both
B08NRM395F,100% verified are happier
B08NRPKPNC,100% verified are happier
B08NRPXX17,100% non-verified are happier
B08NS18ZKK,100% non-verified are happier
B08NSCFY4F,0% verified are happier
B08NSMVHGD,100% verified are happier
B08NSQ7FC2,100% verified are happier
B08NSRNQF2,100% verified are happier
B08NSVYHFY,100% non-verified are happier
B08NSZ7Z3H,0% non-verified are happier
B08NT39TLV,Sentiment is neutral for both
B08NT8TL7B,100% verified are happier
B08NT9R8MX,Sentiment is neutral for both
B08NTFH4SZ,Sentiment is neutral for both
B08NTSPGTL,100% verified are happier
B08NV4SJJY,100% verified are happier
B08NV57X9J,100% verified are happier
B08NV59SN9,100% verified are happier
B08NV72Z13,100% verified are happier
B08NV79TR5,100% verified are happier
B08NV93Q85,100% non-verified are happier
B08NV985BY,100% verified are happier
B08NVJTZH8,100% verified are happier
B08NVKF1FZ,100% verified are happier
B08NVL123C,100% non-verified are happier
B08NVT6M3C,100% verified are happier
B08NVVLB16,100% verified are happier
B08NVYYJYL,100% verified are happier
B08NW2SYPZ,100% verified are happier
B08NW3V616,0% non-verified are happier
B08NW6KYVW,100% verified are happier
B08NW7CJLG,100% verified are happier
B08NWBKRCY,0% non-verified are happier
B08NWC13KW,100% verified are happier
B08NWDW2HD,100% verified are happier
B08NWG3F9L,0% non-verified are happier
B08NWHCY12,100% verified are happier
B08NWJ8L3P,100% verified are happier
B08NWQQGNH,Sentiment is neutral for both
B08NWRFQZX,100% verified are happier
B08NWS4FWF,Sentiment is neutral for both
B08NWSCM1Y,100% verified are happier
B08NWSLXPH,100% non-verified are happier
B08NWSQ9W4,0% non-verified are happier
B08NWSV43Z,Sentiment is neutral for both
B08NWTBFDF,100% verified are happier
B08NWWBQH1,100% verified are happier
B08NWYWH4D,100% verified are happier
B08NWZJ3J8,100% verified are happier
B08NX1MV4F,0% non-verified are happier
B08NX1TN8K,100% verified are happier
B08NX42K6J,100% verified are happier
B08NX7S6CY,100% verified are happier
B08NXD95MW,100% verified are happier
B08NXFDQ1L,100% verified are happier
B08NXGMYWK,100% verified are happier
B08NXJ53JG,100% verified are happier
B08NXQLXX1,100% verified are happier
B08NXQS89J,100% verified are happier
B08NXSFBK9,Sentiment is neutral for both
B08NXSH4HD,Sentiment is neutral for both
B08NXTP7YP,100% verified are happier
B08NXWWVSQ,100% verified are happier
B08NXYPRJ9,100% verified are happier
B08NY1D4WS,100% verified are happier
B08NY1K8FP,100% verified are happier
B08NY558SS,Sentiment is neutral for both
B08NY7SCHJ,100% verified are happier
B08NY88N3K,100% verified are happier
B08NYFFM13,100% verified are happier
B08NYH4827,100% verified are happier
B08NYKVZS8,100% verified are happier
B08NYQSTJ4,100% verified are happier
B08NYRQ988,100% verified are happier
B08NYTW1PD,100% non-verified are happier
B08NYVZYMY,100% verified are happier
B08NYY9HWQ,100% verified are happier
B08NYZM99L,100% non-verified are happier
B08NZ14V6P,100% verified are happier
B08NZCWJ7R,Sentiment is neutral for both
B08NZF6FWS,100% verified are happier
B08NZPJTVQ,100% verified are happier
B08NZRFKJN,100% verified are happier
B08P15BB11,100% verified are happier
B08P18F26L,0% non-verified are happier
B08P199339,100% verified are happier
B08P1BMTXP,100% verified are happier
B08P1BP4D8,100% verified are happier
